Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
American Samoa,ASM,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.8781046960693,64.8729088169453,64.8677129378213,64.8625170586972,64.8573211795732,64.8521253004492,64.8469294213251,64.8417335422011,64.836537663077,63.6822701188885,62.5281867583771,61.3742875815433,60.2205725883875,59.0670417789088,57.9136951531078,56.7605327109848,55.6075544525389,54.4547603777711,..,..
American Samoa,ASM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.4590893692224,98.5364236215334,98.6137578738445,98.6910921261555,98.7684263784665,98.8457606307776,98.9230948830886,99.0004291353997,99.0777633877107,99.1550976400217,99.2324318923328,99.3097661446438,99.3871003969549,99.4644346492659,99.5417689015769,99.619103153888,99.696437406199,99.7737716585101,..,..
Andorra,AND,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.1187416066287,..,..,..,..,13.9368669262055,..,..,..,..,12.5940147055853,..,..,..,..,12.9613780437777,..,..,..,..,12.8071974989972,13.2735055489618,12.4070530290878,11.8136733075768,10.8304182450691,11.462178465567,10.2558344278431,10.3076213949548,..,..
Andorra,AND,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,99.9999971676266,99.9999959156836,100.000002606308,99.9999962475436,99.9999993953907,100.000004710026,99.9999976931792,99.9999977255833,100.000001129116,99.9999966121292,99.9999954451919,100.000001156937,100,99.9999975924307,100.00000244488,100,99.9999962826959,..,..
Andorra,AND,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,99.9999971676266,99.9999959156836,100.000002606308,99.9999962475436,99.9999993953907,100.000004710026,99.9999976931792,99.9999977255833,100.000001129116,99.9999966121292,99.9999954451919,100.000001156937,100,99.9999975924307,100.00000244488,100,99.9999962826959,..,..
Angola,AGO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.4481159908747,..,..,..,..,35.6029081697262,..,..,..,..,36.182967879889,..,..,..,..,34.9629120527896,..,..,..,..,33.7872471854573,33.1041946330203,33.4154950593669,34.6639225658386,32.9740250383699,32.7298731438952,31.785388814817,32.3885049076425,..,..
Angola,AGO,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.5575240889137,28.9892202098874,30.4224687291607,31.8560594848391,33.2903918742152,34.7226372190282,35.991281813309,37.259303234479,38.5275100366274,39.7942700259259,41.0607930612985,42.3266652444817,43.5914728138515,44.8547932791001,46.1170309780224,47.3744793353905,48.6279447858576,49.8769787577501,..,..
Angola,AGO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.1443091321417,42.2546732241249,43.3767998591689,44.3638718121643,45.3513358144059,46.3360177882994,47.1502292032677,47.9614676062746,48.7704032007624,49.5751637650709,50.3768413386117,51.174835352104,51.9685422620709,52.7573468956564,53.5415088774555,54.3169268979247,55.0842762884068,55.8429048722414,..,..
Antigua and Barbuda,ATG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.4085635347848,..,..,..,..,22.4515950594337,..,..,..,..,21.9761180428363,..,..,..,..,22.1343296076435,..,..,..,..,22.5288761062762,23.1478617038523,21.4710504378955,20.7353850736625,19.7255836182805,19.6963877942929,18.4609303216643,18.6223428464755,..,..
Antigua and Barbuda,ATG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.4093084142015,82.8012294888333,83.1931505634651,83.585071638097,83.9769927127288,84.3689137873606,84.7608348619925,85.1527559366243,85.5446770112561,85.936598085888,86.3285191605197,86.7204402351516,87.1123613097834,87.5042823844152,87.5042823844152,87.5042823844152,87.5042823844152,87.5042823844152,..,..
Antigua and Barbuda,ATG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.2537651723165,98.1372591033899,98.0207530344633,97.9042469655367,97.7877408966101,97.6712348276835,97.554728758757,97.4382226898304,97.3217166209038,97.2052105519772,97.0887044830506,96.9721984141241,96.8556923451975,96.7391862762709,96.7391862762709,96.7391862762709,96.7391862762709,96.7391862762709,..,..
Argentina,ARG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.220530169464,..,..,..,..,16.8460647537934,..,..,..,..,16.7809479169912,..,..,..,..,16.4030853648294,..,..,..,..,16.8591006158722,17.382982132833,16.1350718237481,15.5973751475223,14.4669804074766,14.6316258961135,13.7514440269638,13.311833946835,..,..
Argentina,ARG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.9753089524854,87.5419323030329,88.1075832149053,88.6724996497374,89.2373021929672,89.8018034465242,90.3662073253866,90.9303440270357,91.4944038763587,92.0582086768405,92.6217791379891,93.1824993783585,93.7417481852165,94.1675570736228,94.2010482970055,94.2348507736493,94.2585054176821,..,..,..
Argentina,ARG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.2130162258015,96.4621250050353,96.7051334707509,96.9424714130131,97.174845477258,97.4021783941008,97.6247250313793,97.842449361637,98.0555690061007,98.2640620076734,98.468054196947,98.6665742189186,98.860739298373,98.9304118079404,99.0002502968424,99.070133780485,99.078374648261,..,..,..
Armenia,ARM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.860721103674,..,..,..,..,35.1209416240867,..,..,..,..,36.796446971455,..,..,..,..,37.0687292358254,..,..,..,..,37.5300409299361,38.6122752150667,37.184484644841,34.9372125951584,33.0859498151739,34.8814326393148,32.2271677279368,32.5281183420597,..,..
Armenia,ARM,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.9020077883816,87.2807027800428,87.6801344834894,88.0879578307792,88.4965003755754,88.9056033154716,89.3155819323634,89.7261176371164,90.1375293202039,90.5494965819057,90.9621777746264,91.3755731772587,91.7896816368386,92.208479764726,92.6320407524375,93.0606067851468,93.4069715588385,93.6423072695355,..,..
Armenia,ARM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.1335078209685,95.4193047530968,95.721605220282,96.0310834282413,96.3429995528238,96.6572941536348,96.9741196948701,97.2933551674429,97.6151254831407,97.9393379214326,98.2660555764661,98.5952876141085,98.9270428994796,99.2616313658288,99.5932610286446,99.7344128234182,99.8985355749982,99.9133765368804,..,..
Aruba,ABW,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.3202099737533,98.2554825689824,98.1907551642114,98.1260277594405,98.0613003546696,97.9965729498986,97.9318455451277,97.8671181403568,97.8023907355859,97.7376633308149,97.672935926044,97.6082085212731,97.5434811165022,97.5434811165022,97.5434811165022,97.5434811165022,97.5434811165022,..,..,..
Aruba,ABW,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.4888063555081,94.7704911076312,95.0521758597543,95.3338606118775,95.6155453640006,95.8972301161238,96.178914868247,96.4605996203701,96.7422843724932,97.0239691246164,97.3056538767395,97.5873386288627,97.8690233809859,97.8690233809859,97.8690233809859,97.8690233809859,97.8690233809859,..,..,..
Australia,AUS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.4118546340861,..,..,..,..,10.426396579877,..,..,..,..,10.8437236627653,..,..,..,..,10.597133611302,..,..,..,..,10.6188794048093,11.0472649248094,10.5370899888968,9.987683889602,9.49297875176193,9.32001528859246,8.61450892396923,8.55032440147794,..,..
Australia,AUS,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,99.9911523822512,..,..
Australia,AUS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.7122944754943,99.7112437252646,99.7121983230852,99.7343547399069,99.7563363704125,99.7781464748243,99.7997773567423,99.8212512309794,99.842550311042,99.8636709447483,99.8846197910454,99.9054021742713,99.9259989695005,99.9464508540772,99.9614811802616,99.9700036256584,99.9699720221132,99.9699355966804,..,..
Austria,AUT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.8666882522145,..,..,..,..,15.7061258069427,..,..,..,..,15.3553628184252,..,..,..,..,15.592062647125,..,..,..,..,15.1491399543527,15.5733709260358,14.282332052066,14.0816134772545,13.3792279402368,13.5410951655305,12.5968160524095,12.4779667308248,..,..
Austria,AUT,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9999825282685,99.999989054002,99.9999987403177,99.9983783752157,99.9965329956876,99.9947022815882,99.9928921593185,99.9911029009291,99.9893284448224,99.987571737567,99.9858330250449,99.9841121228219,99.9823112215371,99.9804576387726,99.9785889656659,99.9767087846052,99.9748135182502,99.9729096123263,..,..
Austria,AUT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.000003025558,100,100,100,100,99.9999970420285,99.999997053127,100,100,100,100,100,100,100.000002846198,100.000002827921,100.000002813115,100,100,..,..
Azerbaijan,AZE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.9429148197785,..,..,..,..,23.3914288602793,..,..,..,..,22.8807720019118,..,..,..,..,22.8657059913323,..,..,..,..,23.0476012009805,23.6298687996479,22.1808103351695,22.2787804649609,20.7100675132803,21.4141228108411,20.2081566380035,19.9286636166698,..,..
Azerbaijan,AZE,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.210341837375,64.7855254210116,66.3554907750351,67.9205939408289,69.4806470207399,71.6186382267174,73.7722442056835,75.9416677996183,78.1267086088922,80.3275750426174,82.5463325488715,84.7827446220276,87.0367194222409,89.3082884004391,90.9184365681072,92.4560650540911,92.4830948823569,92.5114453471259,..,..
Azerbaijan,AZE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.3804994316201,74.8177544104346,76.2675985150917,77.7305251283156,79.2060022695772,80.6935505100181,82.1933078178443,83.7053619560097,85.2289723856655,85.9174428134285,86.6060014772725,87.2939531092521,87.9808685781324,88.666533068421,89.3502822141158,90.0316862068693,90.7103154712345,91.3857399436573,..,..
"Bahamas, The",BHS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.019923737563,..,..,..,..,21.2866268998626,..,..,..,..,21.3182006569771,..,..,..,..,21.0663565154046,..,..,..,..,21.1105136971362,21.7744249405106,20.3170756932496,19.9094007901768,18.4953332809446,18.8863062069471,17.6513206940833,17.3677204858567,..,..
"Bahamas, The",BHS,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.6018273385256,88.1192100717408,88.6379844039754,89.1581503352292,89.6797078655026,90.2026569947952,90.7269977231071,91.2527300504385,91.7798539767891,92.3083695021592,92.8382766265486,93.3695753499573,93.9022656723855,94.2450378918434,94.5878101113014,94.9305823307593,94.9305823307593,94.9305823307593,..,..
"Bahamas, The",BHS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.2454956108156,98.2882599365839,98.3310242623522,98.3737885881206,98.4165529138889,98.4593172396572,98.5020815654256,98.5448458911939,98.5876102169622,98.6303745427305,98.6731388684989,98.7159031942672,98.7586675200355,98.8014318458038,98.8441961715722,98.8869604973405,98.8869604973405,98.8869604973405,..,..
Bahrain,BHR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.1587615823942,..,..,..,..,68.1233494155679,..,..,..,..,67.9577893383379,..,..,..,..,64.5872757767634,..,..,..,..,65.6308809736381,63.7324992882939,70.2874825415208,67.794678177984,62.758543707641,72.6046774264373,69.8641823640273,70.8162076823101,..,..
Bahrain,BHR,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.8544002397882,99.8679202175221,99.8814401952561,99.8949601729901,99.908480150724,99.922000128458,99.9355201061919,99.9490400839259,99.9625600616598,99.9760800393938,99.9896000171277,100,100,100,100,100,100,100,..,..
Bahrain,BHR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.8979443202155,99.9080377390953,99.9181311579751,99.9282245768549,99.9383179957347,99.9484114146144,99.9585048334942,99.968598252374,99.9786916712538,99.9887850901336,99.9988785090134,100,100,100,100,100,100,100,..,..
Bangladesh,BGD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.5956296327088,..,..,..,..,61.8031439877725,..,..,..,..,63.0363418042722,..,..,..,..,68.8735459074661,..,..,..,..,70.7649956561969,70.2105488970643,70.7939088190512,65.6450828942286,68.3953773999732,66.965749241971,60.1262746665842,60.8457845768598,..,..
Bangladesh,BGD,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.6440404705312,26.9742542910608,28.3334756706572,29.6881276791102,31.0377748313427,32.412221409107,33.7831641706071,35.149196179516,36.5089431799366,37.8610512436861,39.2046130132118,40.538099188074,41.8597414785269,43.1681510831289,44.4627029692762,45.7421610879166,47.0058028392138,48.2332427177019,..,..
Bangladesh,BGD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.2150435775729,95.386981312192,95.5634015481931,95.7378765166701,95.9102933663008,96.0098753079134,96.1064091515135,96.1997685461232,96.2898549962661,96.3765613689578,96.4598683607136,96.5396609659598,96.6157701028393,96.6881124446954,96.7567130516324,96.8215143559913,96.8825303367953,97.0160055709065,..,..
Barbados,BRB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.2125217340507,..,..,..,..,28.2458825014992,..,..,..,..,28.4794561939798,..,..,..,..,28.4828009987867,..,..,..,..,28.2168144128082,29.3034896712655,27.0335295598113,26.2302305442659,25.1830144736914,24.6862408249598,23.4591998416279,23.0801758047572,..,..
Barbados,BRB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.8534902197376,89.3536190555618,89.8537478913859,90.35387672721,90.8540055630342,91.3541343988583,91.8542632346825,92.3543920705066,92.8545209063307,93.3546497421548,93.854778577979,94.3549074138031,94.8550362496273,95.3551650854515,95.8552939212757,96.3554227570998,96.855551592924,97.2793784985907,..,..
